Organization Name,Networks Shared With Me,Networks I'm Sharing
Ridgeland MS PD,Ridgeland MS PD,Kennesaw State University
OH - Chillicothe PD,Chillicothe PD OH,
Bixby OK PD,Bixby PD (OK),Kennesaw State University
Alamogordo NM PD,Alamogordo NM PD,
Decatur AL PD,Decatur AL PD,Kennesaw State University
Wyandotte Nation OK PD ,Wyandotte Nation OK PD ,
Webster Groves MO PD,Webster Groves MO PD,Kennesaw State University
Miami Gardens FL PD,Miami Gardens FL PD,
Holly Springs GA PD,Holly Springs GA PD ,"Kennesaw State University,Kennesaw State University Raven"
Lantana FL PD,"Lantana FL PD Flex,Lantana FL PD",Kennesaw State University
Rockport TX PD ,Rockport TX PD,
Waunakee WI PD,Waunakee WI PD,
Rockdale IL PD ,Rockdale IL PD,
Chesterfield MO PD,Chesterfield MO PD,Kennesaw State University
Dawson GA PD,Dawson GA PD ,Kennesaw State University
University of Texas Permian Basin PD,University of Texas Permian Basin PD,
Lebanon TN PD,Lebanon TN PD,Kennesaw State University
Ulysses KS PD,Ulysses KS PD,
St. Clair County MI SO,St. Clair County MI SO,
Wichita Falls TX PD ,"Wichita Falls TX PD (Flex),Wichita Falls TX PD ",Kennesaw State University
Albany City NY PD,"Albany City NY PD,Albany City NY PD (Flex)",
Columbia County FL SO,Columbia County FL SO,Kennesaw State University
Cass County MO SO,"City of Freeman MO - Cass County MO SO,Cass County MO SO",
Walton County GA SO,"Walton County GA SO,Walton County GA SO (Flex)","Kennesaw State University,Kennesaw State University Raven"
Hermitage PA PD,Hermitage PA PD,
Delaware County OH SO,Delaware County OH SO,Kennesaw State University
Cleveland County NC SO ,Cleveland County NC SO ,Kennesaw State University
Coral Springs FL PD,Coral Springs FL PD,Kennesaw State University
Independence KY PD,Independence KY PD,Kennesaw State University
Holmen WI PD,Holmen WI PD,
Woodstock GA PD,"Woodstock GA PD,Woodstock GA PD - Wing (RedSpeed)","Kennesaw State University,Kennesaw State University Raven"
Greendale IN PD,Greendale IN PD,
Marion IL PD,Marion IL PD,Kennesaw State University
Coshocton County OH SO,Coshocton County OH SO,Kennesaw State University
Columbus NC PD,Columbus NC PD,Kennesaw State University
Waveland MS PD,Waveland PD (MS),
Bradford County FL SO,Bradford County FL SO,Kennesaw State University
NE - Colfax Co SO,Colfax Co SO (NE),Kennesaw State University
Fairlawn OH PD,Fairlawn OH PD,Kennesaw State University
St. Bernard Parish LA SO,St. Bernard Parish LA SO,Kennesaw State University
Columbus OH PD,Columbus OH PD,
Homerville GA PD,Homerville GA PD,Kennesaw State University
Van Buren MI PD,Van Buren Township MI PD,
Lexington TN PD,Lexington TN PD,Kennesaw State University
Capitan NM PD,Capitan NM PD,
Millen GA Public Safety Dept ,Millen GA Public Safety Dept ,
Metter GA PD,Metter GA PD,Kennesaw State University
Jackson TN PD,"Jackson TN PD,Jackson TN PD (Flex)",Kennesaw State University
Cabarrus County NC SO,"Cabarrus County NC SO,Cabarrus County NC SO (Falcon Flex) ,Cabarrus County NC SO Condor",Kennesaw State University
Lithonia GA PD,Lithonia GA PD,Kennesaw State University
Riviera Beach FL PD,Riviera Beach FL PD,Kennesaw State University
Suffolk County NY SO,Suffolk County NY SO,Kennesaw State University
Norwich CT PD,Norwich CT PD,
Alachua FL PD,Alachua FL PD (FLEX),
Danielsville GA PD,Danielsville GA PD,"Kennesaw State University,Kennesaw State University Raven"
Larimer County CO SO,CO - Larimer County SO,
Cicero Town NY PD,Cicero Town NY PD,
Custer County CO SO,"Custer County CO SO,Custer County CO SO (LR)",Kennesaw State University
Chatsworth GA PD,Chatsworth GA PD,"Kennesaw State University,Kennesaw State University Raven"
Charleston IL PD,Charleston IL PD,Kennesaw State University
Rose Hill KS PD,Rose Hill KS PD,
Haralson County GA SO,"City of Waco (GA),Haralson County SO (GA)","Kennesaw State University,Kennesaw State University Raven"
McDowell County NC SO,McDowell County NC SO,Kennesaw State University
Madison County MS SO ,Madison County MS SO,Kennesaw State University
Trotwood OH PD,Trotwood OH PD,
Richmond KY PD,Richmond KY PD,Kennesaw State University
Prosper TX PD,Prosper TX PD,
Lynn Haven FL PD,Lynn Haven FL PD,
Galena Park ISD TX PD,Galena Park ISD TX PD,
Sarasota FL PD,Sarasota FL PD,Kennesaw State University
Wadley GA PD,"Wadley GA PD,Wadley GA PD (Condor)",
Oneida WI PD,Oneida WI PD,
Jefferson County WI SO,Jefferson County WI SO ,
Gainesville FL PD,Gainesville FL PD,Kennesaw State University
Canon City CO PD,Canon City CO PD,
Burleson TX PD,"Burleson TX PD (WingLPR),Burleson TX PD (Flex) ,Burleson TX PD",
Crowley TX PD,Crowley TX PD,
Loveland OH PD,Loveland OH PD,
Arlington TX PD,Arlington TX PD,
Boardman Township OH PD,Boardman PD OH,
Morgan County AL SO,Morgan County AL SO,Kennesaw State University
Sumner County TN SO,Sumner County TN SO,Kennesaw State University
Mount Morris Township PD MI,Mount Morris Township PD MI,Kennesaw State University
South Miami FL PD,South Miami PD (FL),
Eureka MO PD,Eureka MO PD,Kennesaw State University
Lilburn GA PD,"Lilburn GA PD - Redspeed,Lilburn CID,Lilburn GA PD","Kennesaw State University,Kennesaw State University Raven"
Thomasville GA PD,"Thomasville GA PD Raven ,Thomasville GA PD","Kennesaw State University,Kennesaw State University Raven"
Shelby County IN SO,Shelby County IN SO,
Hutto TX PD,Hutto TX PD ,
El Dorado AR PD,El Dorado AR PD,Kennesaw State University
Marshall WI PD,Marshall WI PD,
Florence County SC SO,"Florence County SC Sheriff's Office,Florence County SC SO (Flex)",Kennesaw State University
Flowery Branch GA PD,Flowery Branch GA PD,"Kennesaw State University,Kennesaw State University Raven"
Missouri Department of Conservation,Department of Conservation (MO),Kennesaw State University
Hackleburg AL PD,Hackleburg AL PD,Kennesaw State University
Montevallo AL PD,Montevallo AL PD,Kennesaw State University
Quogue Village NY PD,Quogue Village NY PD,
Nolensville TN PD,Nolensville TN PD,
Nichols Hills OK PD,Nichols Hills OK PD ,
Vidalia GA PD,"Vidalia GA PD,Vidalia GA PD (Redspeed)","Kennesaw State University,Kennesaw State University Raven"
Loudon TN PD,Loudon TN PD,"Kennesaw State University,Kennesaw State University Raven"
Erie County NY SO,Erie County NY SO,
Temple GA PD,Temple GA PD ,"Kennesaw State University,Kennesaw State University Raven"
Florence AL PD,Florence AL PD,Kennesaw State University
Miami Township OH PD (Clermont),Miami Township PD - OH (Clermont CO),
Peach County GA SO ,"Peach County GA SO (FLEX) ,Peach County GA SO ","Kennesaw State University,Kennesaw State University Raven"
Hillsdale MO PD,Hillsdale MO PD,
Tyrone GA PD,Tyrone GA PD,"Kennesaw State University,Kennesaw State University Raven"
Rome WI PD,"Rome WI PD Flex,Rome WI PD",
Speedway IN PD,Speedway IN PD,Kennesaw State University
Town of Connelly Springs NC,Town of Connelly Springs NC,
Loris SC PD,Loris SC PD,Kennesaw State University
Stafford County KS SO ,Stafford County KS SO ,
Owen County IN SO,Owen County IN SO,
Junction City KS PD,Junction City KS PD,Kennesaw State University
Hanover Park IL PD ,Hanover Park IL PD ,Kennesaw State University
Morgan County TN SO,Morgan County TN SO,Kennesaw State University
Neshoba County MS SO,Neshoba County MS SO,Kennesaw State University
Bartlett TN PD,Bartlett TN PD,Kennesaw State University
Bryant AR PD,Bryant AR PD,Kennesaw State University
McIntosh County GA SO  ,"McIntosh County (GA) (Condors),McIntosh County GA SO ",Kennesaw State University
Deer Park TX PD,Deer Park TX PD ,
Colquitt County GA SO,"Colquitt County GA SO,Colquitt County GA SO (Flex)",Kennesaw State University
Fulton County IN SO ,Fulton County IN SO,
Town of Rutherford College (NC),Town of Rutherford College (NC),Kennesaw State University
South Central OH Major Crimes Unit,South Central OH Major Crimes Unit,
Pokagon Tribal MI PD,Pokagon Tribal MI PD,
Kittitas County WA SO,Kittitas County WA SO,
Greencastle IN PD,Greencastle IN PD,
Henderson KY PD,Henderson KY PD,Kennesaw State University
Altoona WI PD,Altoona WI PD,
Snowflake-Taylor AZ PD,Snowflake-Taylor AZ PD,
Pembroke NC PD,Pembroke NC PD,Kennesaw State University
Anderson SC PD,"Anderson SC PD (Flex),Anderson SC PD",Kennesaw State University
Davie County NC SO,Davie County NC SO,Kennesaw State University
Bloomingdale GA PD,"Bloomingdale GA PD,Bloomingdale GA PD - Parks ",Kennesaw State University
Watkinsville GA PD,Watkinsville GA PD,"Kennesaw State University,Kennesaw State University Raven"
Centerville OH PD,Centerville OH PD,
Macomb IL PD,Macomb IL PD,Kennesaw State University
Montgomery County TN SO,"Montgomery County TN (Flex),Montgomery County TN SO",Kennesaw State University
Meriwether County GA SO,"Meriwether County GA SO (FLEX) ,Meriwether County GA SO",Kennesaw State University
Grayslake IL PD ,Grayslake IL PD ,
Barrow County GA SO,"Barrow County GA SO (Falcon),Barrow County GA SO - Wing Suite,Barrow County SO GA (Flex),Barrow County GA SO (Condor)","Kennesaw State University,Kennesaw State University Raven"
Gray County TX SO ,Gray County TX SO ,
La Grange MO PD,La Grange MO PD,
Saline County AR SO,Saline County AR SO,Kennesaw State University
Middlebury IN PD,Middlebury IN PD,
Daytona Beach Shores FL PD,Daytona Beach Shores FL PD,Kennesaw State University
Platte County MO SO,Platte County MO SO,
Darlington County SC SO,Darlington County SC SO,Kennesaw State University
Rocky Mount NC PD,"Rocky Mount NC PD (Falcon LR),Rocky Mount NC PD",Kennesaw State University
Holland TX PD ,Holland TX PD ,Kennesaw State University
Villa Park IL PD,"Villa Park IL PD (flex),Villa Park IL PD",Kennesaw State University
Whitewater WI PD,Whitewater WI PD,Kennesaw State University
Grant County IN SO,Grant County IN SO,Kennesaw State University
Clearwater FL PD,Clearwater FL PD,Kennesaw State University
Harriman TN PD,Harriman TN PD,Kennesaw State University
Chatham County GA PD,"Chatham County GA PD,Chatham County PD (GA) Flex","Kennesaw State University,Kennesaw State University Raven"
Schley County SO GA ,Schley County SO GA ,Kennesaw State University
Harrison AR PD,Harrison AR PD,
Beachwood OH PD,Beachwood PD OH,
Towns County GA SO ,Towns County GA SO ,"Kennesaw State University,Kennesaw State University Raven"
Ohio State Fire Marshal,Ohio State Fire Marshal (Flex),Kennesaw State University
Loganville GA PD,Loganville GA PD,"Kennesaw State University,Kennesaw State University Raven"
Douglas County WA SO,Douglas County WA SO,
Gainesville GA PD,"Gainesville GA PD,Gainesville PD (GA) Flex","Kennesaw State University,Kennesaw State University Raven"
Garfield County CO SO,Garfield County CO SO,
Moraine OH PD,"Moraine OH PD,Moraine OH PD (CONDOR)",
Southgate KY PD,Southgate KY PD,
Parke County IN SO,Parke County IN SO,Kennesaw State University
Cook County GA SO,Cook County GA SO ,Kennesaw State University
Brookville NY PD,Brookville NY PD,
Houston County GA SO,Houston County GA SO,"Kennesaw State University,Kennesaw State University Raven"
Santa Rosa County FL SO,Santa Rosa County FL SO,Kennesaw State University
Inc Village of Lake Success NY,Inc Village of Lake Success NY,
Vernon CT PD,Vernon CT PD,
Fayette County GA SO,Fayette County GA SO,"Kennesaw State University,Kennesaw State University Raven"
Pike County GA SO,Pike County GA SO,
Elizabethton TN PD,Elizabethton TN PD,Kennesaw State University
Tipton County TN SO,Tipton County TN SO,Kennesaw State University
Manchester MO PD,Manchester MO PD,Kennesaw State University
Paris TX PD,Paris TX PD,Kennesaw State University
Chambers County TX SO,Chambers County TX SO ,
Catawba County NC SO,Catawba County NC SO,Kennesaw State University
Westport CT PD,"Westport CT PD (Condor),Westport CT PD,Westport CT PD (WING)",
New Canaan CT PD,"New Canaan CT PD,New Canaan CT PD (Flex)",Kennesaw State University
Evendale OH PD,"Evendale OH PD,Evendale OH PD (Flex)","Kennesaw State University,Kennesaw State University Raven"
Edinburgh IN PD,Edinburgh IN PD,
Falcon Flex Demo,Independence KY PD (Flex),
Springdale OH PD,Springdale OH PD,Kennesaw State University
St. Francois County MO SO,St. Francois County MO SO,Kennesaw State University
Westworth Village TX PD,Westworth Village TX PD ,Kennesaw State University
Grand Island NE PD,"Grand Island NE PD (flex),Grand Island NE PD",
DFW Airport PD TX,DFW Airport PD TX,
Wabash County IN SO,"Wabash County IN SO (Flex),Wabash County IN SO",Kennesaw State University
Ellinwood KS PD,Ellinwood KS PD,
Polk County FL SO,"Polk County FL SO,Polk County FL SO (LR),Polk County FL SO - Axon",Kennesaw State University
Edinburg TX PD,Edinburg TX PD,
Adrian MI PD,Adrian MI PD,Kennesaw State University
TX - Irion County SO,Irion County SO (TX),
Muskego WI PD,Muskego WI PD,
Duluth GA PD,"Duluth GA PD - RedSpeed,Duluth GA PD","Kennesaw State University,Kennesaw State University Raven"
Franklin Township PA PD,Franklin Township PA PD,Kennesaw State University
Johns Creek GA PD,Johns Creek GA PD,"Kennesaw State University,Kennesaw State University Raven"
Richmond Hill GA PD,Richmond Hill GA PD,Kennesaw State University
University of TX (UTA)- Arlington PD,"University of Texas at Arlington TX PD,University Texas Arlington - FlockOS Live",
Bullitt County KY SO,Bullitt County KY SO,
West Bend WI PD,West Bend WI PD,
Marshall County OK SO ,Marshall County OK SO ,
Gadsden County FL SO,"Gadsden County FL SO (Flex),Gadsden County FL SO ",Kennesaw State University
Davie FL PD,Davie FL PD,
CO - Rangely PD,CO - Rangely PD,Kennesaw State University
Coffeyville KS PD,Coffeyville KS PD,Kennesaw State University
Lexington NC PD ,Lexington NC PD ,Kennesaw State University
Lovejoy GA PD,Lovejoy GA PD ,"Kennesaw State University,Kennesaw State University Raven"
Union County KY SO,Union County KY SO,Kennesaw State University
Simsbury CT PD,Town of Simsbury CT PD,
Independence KS PD,Independence KS PD,Kennesaw State University
Taylor MI PD,"Taylor MI PD (CONDOR),Taylor MI PD",Kennesaw State University
Indiana Department of Corrections,Indiana Department of Correction,Kennesaw State University
Cooke County TX SO ,"Cooke County TX SO - LPR,Cooke County TX SO - Flex LPR",
Crawford County WI SO,Crawford County WI SO,
Avery County NC SO,"Avery County NC SO,Avery County NC SO Flex",Kennesaw State University
Bremen GA PD,"Bremen GA PD,Bremen GA PD (Condor)","Kennesaw State University,Kennesaw State University Raven"
Sikeston MO DPS,Sikeston MO PD,Kennesaw State University
Crowell TX PD,Crowell PD TX ,Kennesaw State University
TX - Nolanville PD ,Nolanville PD TX,
Hendersonville TN PD,Hendersonville TN PD,Kennesaw State University
Irmo SC PD,Irmo SC PD,Kennesaw State University
Margate FL PD,Margate FL PD ,
Fraser MI DPS,Fraser MI DPS,
Keller TX PD ,Keller TX PD ,
Arcola TX PD ,Arcola TX PD ,
Bloomfield NM PD,Bloomfield NM PD,
Smithfield NC PD,Smithfield PD (NC),Kennesaw State University
Glades County FL SO,"Glades County FL SO,Glades County FL SO (Flex)",
Plant City FL PD,Plant City FL PD,
Winfield AL PD,Winfield AL PD,
Colleton County SO (SC),Colleton County SO (SC),Kennesaw State University
Lasalle IL PD ,Lasalle IL PD ,
Jefferson City MO PD,Jefferson City MO PD,
Rogers AR PD,Rogers AR PD,Kennesaw State University
Alma GA PD,Alma GA PD (CONDOR),
Butler Township OH PD,Butler Township OH PD,Kennesaw State University
Virden IL PD,Virden IL PD,Kennesaw State University
Athens County OH SO,Athens County SO - OH,
Fairfield Township OH PD,Fairfield Township OH PD,Kennesaw State University
Tolleson AZ PD,AZ - Tolleson PD,
Calera AL PD,Calera AL PD,Kennesaw State University
Avoca PA PD,Avoca PA PD,
Reno NV PD,Reno NV PD,
Madison MS PD,"Madison MS PD,Madison MS PD- Flex Demo ",Kennesaw State University
Jack County TX SO,Jack County TX SO ,Kennesaw State University
Greenville SC PD,"GVL Mobile,Greenville SC PD",Kennesaw State University
Shelby County TN SO,"Shelby County TN SO,Lakeland TN,Town of Arlington (TN)",Kennesaw State University
Fulton MS PD,Fulton MS PD,
Parkville MO PD,Parkville MO PD,
Crestview FL PD,Crestview FL PD ,Kennesaw State University
Cumberland Metro IN PD,Cumberland Metro IN PD,Kennesaw State University
Reardan WA PD,Reardan WA PD,
Cocoa FL PD,Cocoa FL PD,Kennesaw State University
Newton MS PD,Newton MS PD,
Tilton IL PD,Tilton IL PD,
Covington LA PD,Covington LA PD,Kennesaw State University
Braselton GA PD,Braselton GA PD,"Kennesaw State University,Kennesaw State University Raven"
Newnan GA PD,"Newnan GA PD - Gateway Video,Newnan GA PD","Kennesaw State University,Kennesaw State University Raven"
Dubois County IN SO,Dubois County SO IN,
Transylvania County NC SO,Transylvania County NC SO,Kennesaw State University
Jasper GA PD,Jasper GA PD,"Kennesaw State University,Kennesaw State University Raven"
Farmington MO PD,Farmington MO PD,
Miami-Dade FL SO,"Miami-Dade FL SO (Flex),Miami Dade FL SO Flex Network,Miami-Dade FL SO,Miami-Dade FL SO - NPF LPR Study",Kennesaw State University
Oxford GA PD,Oxford GA PD,"Kennesaw State University,Kennesaw State University Raven"
Elmore OH PD,Elmore OH PD,
OK - Jones PD,Jones PD (OK),
Union County GA SO,Union County GA SO,Kennesaw State University
Franklin GA PD,Franklin GA PD,Kennesaw State University
Bolingbrook IL PD,Bolingbrook IL PD,
Broward County FL SO,"City of Deerfield Beach,Broward County FL SO,City of Tamarac (FL)",Kennesaw State University
Doerun GA PD,Doerun GA PD,Kennesaw State University
Ellettsville IN PD,Ellettsville IN PD,
Sugarcreek Township OH PD,Sugarcreek Township OH PD,
WakeMed Campus PD and Public Safety (NC),WakeMed Campus PD & Public Safety (NC),Kennesaw State University
High Springs FL PD,"High Springs FL PD,High Springs FL PD Flex,High Springs FL PD - Redspeed",
SUNY Old Westbury NY PD,Suny Old Westbury NY PD,
Avondale Estates GA PD,Avondale Estates GA PD,"Kennesaw State University,Kennesaw State University Raven"
Phenix City AL PD,Phenix City AL PD,Kennesaw State University
Hempstead Village NY PD,Hempstead Village NY PD,Kennesaw State University
Madison Heights MI PD,"Madison Heights MI PD,Madison Heights MI PD Condors",
Florida State University Campus PD FL,Florida State University Campus PD FL,Kennesaw State University
IN - Jasonville PD,Jasonville PD IN,
Clarkston GA PD,Clarkston GA PD,"Kennesaw State University,Kennesaw State University Raven"
Macon County AL SO,Macon County SO AL,Kennesaw State University
Coweta County GA SO,"Coweta County GA SO,Coweta County GA SO - GSD","Kennesaw State University,Kennesaw State University Raven"
Union County MS SO,Union County MS SO,Kennesaw State University
Perkins Township OH PD,Perkins Twp OH PD,
Powder Springs GA PD,Powder Springs GA PD,"Kennesaw State University,Kennesaw State University Raven"
Shelby County IL SO,Shelby County IL SO,Kennesaw State University
Turner County GA SO,"Turner County GA SO (FLEX) ,Turner County GA SO",Kennesaw State University
Calhoun County MI SO,"Calhoun County MI SO (FLEX),Calhoun County MI SO",
Lynbrook Village NY PD,Lynbrook Village NY PD,
Greenfield IN PD,Greenfield IN PD,Kennesaw State University
Markle IN PD,Markle IN PD,Kennesaw State University
Olive Branch MS PD,Olive Branch MS PD,Kennesaw State University
Rensselaer NY PD,Rensselaer NY PD,
Cohoes NY PD,Cohoes City NY PD,
La Paz County AZ SO,La Paz County AZ SO,Kennesaw State University
Oglethorpe County GA SO,Oglethorpe County GA SO,Kennesaw State University
Bradley County AR SO ,Bradley County AR SO ,Kennesaw State University
Ashville AL PD,Ashville AL PD,Kennesaw State University
Polk County GA PD,"Polk County GA PD,Polk County GA PD (Flex LPR) ","Kennesaw State University,Kennesaw State University Raven"
Polk County NC SO,Polk County NC SO,Kennesaw State University
Dahlonega GA PD,Dahlonega GA PD,"Kennesaw State University,Kennesaw State University Raven"
Jones County SO - GA,"Jones County GA SO Flex,Jones County GA SO (Trailer #1 ),Jones County GA SO (Condor),Jones County GA SO",Kennesaw State University
Walters State Community College TN Campus PD,Walters State Community College TN Campus PD,Kennesaw State University
Springport Twp MI PD,Springport Twp MI PD,
Vandalia OH PD,Vandalia OH PD,Kennesaw State University
Kill Devil Hills NC PD,Kill Devil Hills NC PD,Kennesaw State University
Dublin OH PD,"Dublin OH PD,Dublin OH PD (FLEX)",Kennesaw State University
Lake Mary FL PD,Lake Mary FL PD,Kennesaw State University
Biltmore Forest NC PD,"Biltmore Forest NC PD,Biltmore Forest NC PD (Condor)",Kennesaw State University
Sherwood AR PD,Sherwood AR PD,Kennesaw State University
Defiance County OH SO,Defiance County OH SO,Kennesaw State University
Houston County GA District Attorney's Office,"Houston County, Georgia","Kennesaw State University,Kennesaw State University Raven"
Hazel Park MI PD,"Ashley Capital- Canton (MI),Hazel Park MI PD",Kennesaw State University
Mount Sterling KY PD,Mount Sterling KY PD,
Clay County IN SO,Clay County IN SO,
Franklin IN PD,"Franklin IN PD (Flex),Franklin IN PD",Kennesaw State University
Mint Hill NC PD,Mint Hill NC PD,Kennesaw State University
Rock Hill SC PD,Rock Hill SC PD,Kennesaw State University
Effingham County GA SO,Effingham County SO (GA),Kennesaw State University
Ralls County MO SO,Ralls County MO SO,
OH- Springfield Township PD (Hamilton Co) ,Springfield Township OH (Hamilton Co) PD,Kennesaw State University
Hilton Head Island SC,Hilton Head Island SC,Kennesaw State University
Sweetwater TN PD,Sweetwater TN PD,
Muncie IN PD,Muncie IN PD,Kennesaw State University
Hendricks County IN SO,Hendricks County IN SO,
Akron OH PD,Akron OH PD,
Manchester TN PD,Manchester TN PD,Kennesaw State University
Alvin ISD TX PD,Alvin ISD TX PD,
Butler Township PA PD,Butler Township PA PD,Kennesaw State University
Zachary LA PD,Zachary PD (LA),
Sumter County SC SO,"SC - Sumter Co Sheriff's Office,SC - Sumter Co Sheriff's Office (Flex)",Kennesaw State University
Okeechobee County FL SO,Okeechobee County FL SO,Kennesaw State University
Hogansville GA PD,Hogansville GA PD,Kennesaw State University
Palestine TX PD,Palestine TX PD,
Madisonville KY PD,"Madisonville KY PD,Madisonville KY PD (Flex)",Kennesaw State University
AL - Sylacauga PD,Sylacauga PD (AL),Kennesaw State University
Troup County GA SO,Troup County GA SO,Kennesaw State University
Hamilton Township OH PD,Hamilton Township OH PD,Kennesaw State University
Webster County GA SO,Webster County GA SO,Kennesaw State University
Dadeville AL PD,Dadeville AL PD,Kennesaw State University
Zionsville IN PD,Zionsville IN PD,Kennesaw State University
Polk County TX SO,Polk County TX SO ,
Surry County NC SO,"Surry County SO (NC) (Flex),Surry County SO (NC)",Kennesaw State University
Waycross GA PD,Waycross GA PD,"Kennesaw State University,Kennesaw State University Raven"
Thornton CO PD,Thornton CO PD,Kennesaw State University
 Germantown OH PD,Germantown OH PD,Kennesaw State University
MO - Sparta PD,Sparta PD (MO),
Sunset Hills MO PD,Sunset Hills MO PD,Kennesaw State University
OH - Willard PD,Willard PD OH,
Auburn WA PD,Auburn WA PD,Kennesaw State University
Seminole County GA SO,Seminole County GA SO,"Kennesaw State University,Kennesaw State University Raven"
Windsor Locks CT PD,Windsor Locks CT PD,
Two Rivers WI PD,Two Rivers WI PD,
Pontotoc MS PD,Pontotoc MS PD,Kennesaw State University
Bargersville IN PD,Bargersville IN PD,
Park City KS PD,Park City KS PD,
Holmes County SO OH,Holmes County SO OH,Kennesaw State University
Putnam County GA SO,Putnam County GA SO,Kennesaw State University
OH - Jefferson County Drug Task Force,Jefferson County Drug Task Force OH,
Emerson GA PD,Emerson GA PD,"Kennesaw State University,Kennesaw State University Raven"
Scotia Village NY PD,Scotia Village NY PD,
Cheatham County TN SO,Cheatham County TN SO,Kennesaw State University
Franklin WI PD,"Franklin WI PD (Flex),Franklin WI PD",
Cottonwood AZ PD,Cottonwood AZ PD,
Bibb County SO GA,"Bibb County GA SO (LR),Bibb County GA SO ","Kennesaw State University,Kennesaw State University Raven"
Solon OH PD,Solon OH PD,
Lapel IN PD,Lapel IN PD,
University of North Georgia PD (GA),"University of North Georgia PD Flex,University of North Georgia ","Kennesaw State University,Kennesaw State University Raven"
Fairfield County SC SO,"Fairfield County SC SO,Fairfield County SC SO (Flex)",Kennesaw State University
Hanover IN PD,Hanover IN PD,
Texarkana TX PD,Texarkana TX PD,
Pocahontas AR PD,Pocahontas AR PD,
Adairsville GA PD,Adairsville GA PD,"Kennesaw State University,Kennesaw State University Raven"
Brookfield WI PD,Brookfield WI PD,
Walled Lake MI PD,Walled Lake MI PD,
Trenton IL PD,Trenton IL PD,
Middleton WI PD,Middleton WI PD,
Collegedale TN PD,Collegedale TN PD,"Kennesaw State University,Kennesaw State University Raven"
Perrysburg OH PD,Perrysburg OH PD,
Winnebago County IL SO,Winnebago County IL SO ,
Fairmont NC PD,Fairmont NC PD,Kennesaw State University
York County SC SO,York County SC SO,Kennesaw State University
Kettering OH PD ,Kettering OH PD,
Greene County OH SO,Greene County OH SO,Kennesaw State University
Windsor CO PD,Windsor CO PD,Kennesaw State University
Cairo GA PD ,"Cairo GA PD ,Cairo GA PD (Condor)",Kennesaw State University
Panama City FL PD,Panama City FL PD,Kennesaw State University
Dougherty County GA PD ,"Dougherty County GA PD (Condors),Dougherty County GA PD ","Kennesaw State University,Kennesaw State University Raven"
Brentwood MO PD,Brentwood MO PD,Kennesaw State University
Lansing IL PD,"Lansing IL PD ,Lansing IL PD (Flex)",
Greenville County SC SO,Greenville County SC SO,Kennesaw State University
Williamson County TN SO,Williamson County TN SO,Kennesaw State University
Sullivan County IN SO,Sullivan County IN SO,Kennesaw State University
Baker County FL SO,Baker County FL SO,Kennesaw State University
Fort Wayne IN PD ,"Fort Wayne IN PD (Flex),Fort Wayne PD (IN)",Kennesaw State University
Tangipahoa Parish LA SO,Tangipahoa Parish LA SO,Kennesaw State University
Ottawa County MI SO,Ottawa County MI SO,
Ada County ID SO,Ada County ID SO,Kennesaw State University
Lancaster TX PD ,Lancaster TX PD ,
Putnam County TN SO ,Putnam County TN SO ,Kennesaw State University
Benton County WA SO,Benton County WA SO,Kennesaw State University
Mitchell County NC SO,"Mitchell County NC SO,Mitchell County NC SO Falcon Flex",Kennesaw State University
Boone County IL SO,"Boone Co. IL SO (Flex),Boone Co. IL SO",Kennesaw State University
Bethany Beach DE PD,Bethany Beach DE PD,
Vanderburgh County IN SO ,Vanderburgh County IN SO ,Kennesaw State University
Dearborn Heights MI PD,Dearborn Heights MI PD,
Sylvester GA PD,"Sylvester GA PD,Sylvester PD Condor",Kennesaw State University
Madison County AL SO,Madison County SO Falcon (AL),Kennesaw State University
Bardstown PD KY,Bardstown PD KY,Kennesaw State University
Hamilton GA,Hamilton GA - Redspeed,Kennesaw State University
Milledgeville GA PD,Milledgeville GA PD,"Kennesaw State University,Kennesaw State University Raven"
Greenwood IN PD,Greenwood IN PD,Kennesaw State University
OH - Middletown PD ,Middletown OH PD,Kennesaw State University
Etowah County AL SO,Etowah County AL SO,
Cullman County AL SO,Cullman County SO (AL),Kennesaw State University
McIntyre GA PD,"McIntyre GA PD,McIntyre GA PD (Condor)",
Sharonville OH PD,Sharonville OH PD,Kennesaw State University
Giles County TN SO,Giles County TN SO,Kennesaw State University
Joplin MO PD,Joplin MO PD,Kennesaw State University
Panama City Beach FL PD,Panama City Beach FL PD,Kennesaw State University
West Point GA PD,West Point PD (GA),"Kennesaw State University,Kennesaw State University Raven"
Hoover AL PD,Hoover PD (AL),Kennesaw State University
Elwood IN PD,Elwood IN PD (LPR),Kennesaw State University
Lake City FL PD,"Lake City FL PD,Lake City FL PD Raven",Kennesaw State University
Marlborough Town NY PD,Marlborough Town NY PD,
Spring Hill TN PD,Spring Hill TN PD,Kennesaw State University
Sidney OH PD,Sidney OH PD,
OH - South Bloomfield PD,South Bloomfield PD OH,Kennesaw State University
Odessa MO PD,Odessa MO PD,
Niagara County NY SO,Niagara County NY SO,
Surfside Beach SC PD,Surfside Beach SC PD,Kennesaw State University
Bowling Green KY PD,Bowling Green KY PD,Kennesaw State University
Bessemer AL PD,Bessemer AL PD,Kennesaw State University
Delaware County IN SO,Delaware County IN SO,
Carthage MS PD,Carthage MS PD,Kennesaw State University
Sangamon County IL SO,Sangamon County IL SO ,Kennesaw State University
